Content ID,Title,Type,Country,Original Language,Release Year,Rating,Genre,Runtime (min),Seasons,Episodes,Studio,Production Company,Acquisition Type,License Expiration,Audience Score,Critic Score,Viewing Hours,Completion Rate,Cost (USD),Region Availability,Keywords,Awards,Featured Collection,Date Added,Description
CNT-000107,Drama Chronicles 107,TV Show,United States,English,2025,G,Drama,42,7,56,Netflix Studios,Blue Sky,Exclusive,2026-07-06,94,64,18851933,66,12531795,North America,"mystery, family, sports",None,Family Picks,2025-06-17,A drama tv show produced in United States.
CNT-000108,Comedy Chronicles 108,TV Show,United States,English,2005,PG,Comedy,33,5,40,CJ ENM,Red Oak,Exclusive,2027-12-31,67,45,5225450,62,1670114,APAC,"sports, crime, survival",Emmy Winner,Hidden Gems,2023-04-22,A comedy tv show produced in United States.
CNT-000109,Romance Legacy 109,Movie,United States,English,2015,TV-G,Romance,125,,,Sony,Sunrise,Original,2030-10-01,81,70,9839862,67,6650936,North America,"survival, sports, crime",None,New Releases,2026-07-05,A romance movie produced in United States.
CNT-000110,Action Chronicles 110,TV Show,Australia,English,2016,PG,Action,26,2,16,BBC,Global Media,Licensed,2025-05-31,91,77,606923,71,4595878,North America,"crime, space, sports",BAFTA,Trending Now,2024-02-09,A action tv show produced in Australia.
CNT-000111,Drama Chronicles 111,TV Show,United States,English,2023,PG,Drama,41,2,18,CJ ENM,Red Oak,Exclusive,2029-10-19,77,84,15412355,45,8703746,LATAM,"crime, family, love",BAFTA,Award Winners,2025-01-10,A drama tv show produced in United States.
CNT-000112,Crime Chronicles 112,TV Show,United States,English,2026,R,Crime,48,6,72,BBC,Sunrise,Original,2029-10-17,96,72,3523792,85,10297870,APAC,"family, survival, crime",None,Family Picks,2025-01-11,A crime tv show produced in United States.
CNT-000113,Comedy Legacy 113,Movie,United States,English,1991,PG,Comedy,120,,,TV Tokyo,Blue Sky,Original,2028-03-25,96,93,11212924,96,2661875,LATAM,"history, sports, family",None,Award Winners,2025-03-26,A comedy movie produced in United States.
CNT-000114,Animation Legacy 114,Movie,France,French,2013,TV-MA,Animation,138,,,BBC,VisionWorks,Licensed,2027-08-07,99,89,18346164,96,406377,Global,"friendship, love, history",BAFTA,New Releases,2026-06-24,A animation movie produced in France.
CNT-000115,Romance Legacy 115,Movie,India,Hindi,2016,PG,Romance,111,,,Netflix Studios,Global Media,Licensed,2024-11-20,58,91,18722204,51,5934751,Global,"sports, history, crime",Festival Selection,Hidden Gems,2023-03-27,A romance movie produced in India.
CNT-000116,Fantasy Legacy 116,Movie,United Kingdom,English,2025,G,Fantasy,150,,,Warner,Red Oak,Original,2029-01-02,91,88,8922833,79,2600055,North America,"survival, crime, mystery",BAFTA,Award Winners,2024-09-24,A fantasy movie produced in United Kingdom.
CNT-000117,Thriller Legacy 117,Movie,Germany,German,2002,TV-14,Thriller,158,,,CJ ENM,Sunrise,Exclusive,2025-06-16,72,60,832418,71,6798332,Global,"family, survival, mystery",Festival Selection,,2023-08-24,A thriller movie produced in Germany.
CNT-000118,Drama Chronicles 118,TV Show,South Korea,Korean,2004,TV-MA,Drama,59,3,30,Warner,Blue Sky,Original,2029-04-06,99,67,702918,65,2801306,LATAM,"friendship, sports, love",Emmy Winner,,2024-10-27,A drama tv show produced in South Korea.
CNT-000119,Animation Chronicles 119,TV Show,United Kingdom,English,2014,TV-MA,Animation,57,1,8,A24,Red Oak,Licensed,2027-03-08,77,54,18307055,83,9604806,North America,"sports, love, friendship",BAFTA,Award Winners,2023-03-18,A animation tv show produced in United Kingdom.
CNT-000120,Drama Legacy 120,Movie,Spain,Spanish,2008,G,Drama,131,,,A24,Red Oak,Exclusive,2025-05-15,60,97,18232556,96,4935941,North America,"space, survival, love",Festival Selection,,2023-08-03,A drama movie produced in Spain.
CNT-000121,Fantasy Legacy 121,Movie,South Korea,Korean,2010,TV-14,Fantasy,155,,,TV Tokyo,North Star,Exclusive,2026-08-16,62,86,16460110,74,12983300,Europe,"family, love, friendship",BAFTA,,2023-05-26,A fantasy movie produced in South Korea.
CNT-000122,Sci-Fi Chronicles 122,TV Show,United States,English,2023,TV-14,Sci-Fi,32,6,42,CJ ENM,Blue Sky,Original,2029-04-12,70,46,14750295,95,13101139,APAC,"love, sports, crime",BAFTA,Trending Now,2026-06-30,A sci-fi tv show produced in United States.
CNT-000123,Reality Chronicles 123,TV Show,United States,English,2005,G,Reality,34,7,63,Toei,Blue Sky,Exclusive,2027-11-10,69,90,2274893,66,13743839,APAC,"space, crime, mystery",None,New Releases,2024-12-17,A reality tv show produced in United States.
CNT-000124,Action Legacy 124,Movie,United Kingdom,English,2024,TV-14,Action,119,,,CJ ENM,North Star,Exclusive,2028-08-09,55,68,18013730,61,9243575,North America,"family, friendship, love",None,New Releases,2026-02-26,A action movie produced in United Kingdom.
CNT-000125,Documentary Legacy 125,Movie,Canada,English,2009,TV-14,Documentary,179,,,TV Tokyo,North Star,Exclusive,2029-08-30,98,98,8605003,51,6592118,LATAM,"sports, space, friendship",None,,2026-05-01,A documentary movie produced in Canada.
CNT-000126,Comedy Legacy 126,Movie,United Kingdom,English,2014,TV-MA,Comedy,161,,,TV Tokyo,Red Oak,Exclusive,2030-07-02,59,98,8338991,86,464701,Europe,"crime, sports, history",None,Family Picks,2026-03-08,A comedy movie produced in United Kingdom.
CNT-000127,Documentary Chronicles 127,TV Show,France,French,1991,TV-MA,Documentary,38,8,64,A24,North Star,Licensed,2030-01-07,72,86,4852887,93,12342024,Global,"friendship, history, love",Festival Selection,New Releases,2026-06-05,A documentary tv show produced in France.
CNT-000128,Documentary Legacy 128,Movie,France,French,1992,TV-14,Documentary,133,,,Warner,Global Media,Original,2030-02-13,71,56,15866792,70,11937231,Europe,"crime, family, space",None,Trending Now,2026-05-22,A documentary movie produced in France.
CNT-000129,Thriller Legacy 129,Movie,South Korea,Korean,2001,TV-MA,Thriller,123,,,CJ ENM,Global Media,Licensed,2027-07-11,85,89,264856,47,5643564,Europe,"friendship, mystery, sports",Festival Selection,,2026-03-04,A thriller movie produced in South Korea.
CNT-000130,Drama Legacy 130,Movie,South Korea,Korean,2009,TV-PG,Drama,144,,,Toei,Blue Sky,Original,2027-02-17,87,85,11671141,96,14548594,APAC,"space, history, sports",BAFTA,Trending Now,2026-02-02,A drama movie produced in South Korea.
CNT-000131,Thriller Chronicles 131,TV Show,United Kingdom,English,2004,PG,Thriller,23,6,66,BBC,VisionWorks,Exclusive,2028-10-27,98,79,17620370,96,13669768,North America,"mystery, history, family",Festival Selection,Family Picks,2024-09-07,A thriller tv show produced in United Kingdom.
CNT-000132,Family Legacy 132,Movie,United States,English,1993,PG,Family,80,,,A24,North Star,Original,2026-03-07,99,90,9869989,78,9315536,LATAM,"mystery, friendship, family",None,,2023-10-17,A family movie produced in United States.
CNT-000133,Drama Chronicles 133,TV Show,United States,English,2017,TV-G,Drama,39,1,8,BBC,Global Media,Original,2026-11-17,86,84,13111205,53,8865742,North America,"love, sports, history",Emmy Winner,Hidden Gems,2024-08-21,A drama tv show produced in United States.
CNT-000134,Romance Legacy 134,Movie,United States,English,1993,TV-MA,Romance,82,,,Toei,Global Media,Licensed,2026-01-04,56,82,13354524,93,10488617,North America,"mystery, crime, survival",None,Hidden Gems,2024-05-15,A romance movie produced in United States.
CNT-000135,Romance Legacy 135,Movie,India,Hindi,2000,G,Romance,141,,,Sony,Sunrise,Licensed,2026-01-16,75,83,5884379,48,3989522,LATAM,"friendship, space, sports",Emmy Winner,Family Picks,2024-08-09,A romance movie produced in India.
CNT-000136,Sci-Fi Legacy 136,Movie,Brazil,Portuguese,2022,TV-G,Sci-Fi,121,,,Disney,Blue Sky,Original,2028-10-07,68,78,17007072,59,2486938,North America,"sports, friendship, family",BAFTA,,2026-05-28,A sci-fi movie produced in Brazil.
CNT-000137,Fantasy Chronicles 137,TV Show,United States,English,1999,TV-MA,Fantasy,32,6,54,BBC,Global Media,Exclusive,2027-01-11,74,97,14813372,53,8959356,North America,"mystery, space, sports",Emmy Winner,Trending Now,2023-06-04,A fantasy tv show produced in United States.
CNT-000138,Reality Chronicles 138,TV Show,South Korea,Korean,2012,R,Reality,27,8,64,BBC,VisionWorks,Licensed,2025-12-12,93,53,16819113,95,11959039,Global,"survival, mystery, sports",Oscar Winner,Award Winners,2024-04-29,A reality tv show produced in South Korea.
CNT-000139,Documentary Chronicles 139,TV Show,South Korea,Korean,2018,PG,Documentary,28,8,88,Canal+,North Star,Licensed,2027-04-08,72,77,6178989,47,5269651,Europe,"space, sports, crime",Oscar Winner,Family Picks,2025-03-16,A documentary tv show produced in South Korea.
CNT-000140,Drama Legacy 140,Movie,United States,English,2003,G,Drama,78,,,Disney,Red Oak,Exclusive,2025-04-28,91,65,7069735,75,11178193,LATAM,"family, sports, friendship",None,Trending Now,2023-04-14,A drama movie produced in United States.
CNT-000141,Action Legacy 141,Movie,United States,English,1991,TV-PG,Action,110,,,Warner,Red Oak,Exclusive,2025-02-09,96,76,11067366,93,4943725,Global,"survival, crime, love",Oscar Winner,Hidden Gems,2023-05-18,A action movie produced in United States.
CNT-000142,Drama Legacy 142,Movie,France,French,2001,R,Drama,169,,,Toei,Sunrise,Exclusive,2031-03-01,90,78,17530954,84,6372518,Europe,"space, survival, sports",Emmy Winner,Family Picks,2026-04-24,A drama movie produced in France.
CNT-000143,Comedy Chronicles 143,TV Show,Japan,Japanese,2023,PG-13,Comedy,45,3,21,Canal+,VisionWorks,Original,2027-03-09,73,74,2057766,78,6536889,LATAM,"family, sports, space",Emmy Winner,New Releases,2025-06-07,A comedy tv show produced in Japan.
CNT-000144,Comedy Legacy 144,Movie,United States,English,2001,TV-PG,Comedy,75,,,A24,Sunrise,Exclusive,2026-02-08,62,64,8677582,67,448502,LATAM,"family, history, love",Festival Selection,Award Winners,2024-03-22,A comedy movie produced in United States.
CNT-000145,Drama Chronicles 145,TV Show,Japan,Japanese,2025,TV-G,Drama,46,7,42,A24,Blue Sky,Original,2029-02-01,70,86,16264949,50,12389673,LATAM,"family, love, history",Oscar Winner,,2025-06-23,A drama tv show produced in Japan.
CNT-000146,Drama Legacy 146,Movie,United States,English,2025,TV-MA,Drama,86,,,Warner,Red Oak,Licensed,2026-10-17,77,55,1226423,45,3470581,APAC,"sports, mystery, friendship",Festival Selection,Hidden Gems,2024-09-08,A drama movie produced in United States.
CNT-000147,Drama Chronicles 147,TV Show,United Kingdom,English,1993,PG,Drama,45,2,18,Toei,Red Oak,Original,2025-09-24,90,80,3652296,73,11332068,North America,"survival, space, crime",Emmy Winner,Award Winners,2023-06-19,A drama tv show produced in United Kingdom.
CNT-000148,Fantasy Legacy 148,Movie,South Korea,Korean,1993,TV-PG,Fantasy,180,,,Sony,Global Media,Original,2026-10-13,92,88,1847492,71,958051,LATAM,"survival, sports, crime",None,,2024-09-09,A fantasy movie produced in South Korea.
CNT-000149,Animation Legacy 149,Movie,United States,English,2016,G,Animation,151,,,CJ ENM,North Star,Licensed,2025-06-01,66,77,3956010,69,8180541,Global,"sports, crime, survival",Emmy Winner,,2023-05-05,A animation movie produced in United States.
CNT-000150,Drama Legacy 150,Movie,India,Hindi,2011,G,Drama,99,,,Warner,Red Oak,Exclusive,2028-05-15,76,93,5105773,62,10404318,APAC,"family, sports, crime",Festival Selection,Award Winners,2025-03-23,A drama movie produced in India.
CNT-000151,Romance Legacy 151,Movie,United States,English,2024,PG,Romance,132,,,Canal+,Sunrise,Licensed,2029-01-08,66,75,15304152,47,14142208,LATAM,"friendship, sports, crime",Oscar Winner,New Releases,2026-06-18,A romance movie produced in United States.
CNT-000152,Crime Chronicles 152,TV Show,United States,English,2002,G,Crime,28,8,88,Toei,Global Media,Licensed,2024-11-24,72,66,9470555,96,1866580,Global,"mystery, crime, history",BAFTA,New Releases,2023-07-31,A crime tv show produced in United States.
CNT-000153,Family Chronicles 153,TV Show,Spain,Spanish,1991,TV-G,Family,31,8,72,Warner,VisionWorks,Original,2027-09-10,58,67,4263657,71,6307200,APAC,"sports, love, family",Oscar Winner,Family Picks,2024-01-21,A family tv show produced in Spain.
CNT-000154,Thriller Legacy 154,Movie,Canada,English,2013,TV-MA,Thriller,108,,,Sony,North Star,Licensed,2028-12-25,70,62,378770,89,11835562,Europe,"love, family, crime",None,Hidden Gems,2024-06-12,A thriller movie produced in Canada.
CNT-000155,Action Legacy 155,Movie,Nigeria,English,2019,G,Action,95,,,Warner,VisionWorks,Original,2026-09-25,98,96,14954722,77,5725934,LATAM,"sports, survival, mystery",BAFTA,Award Winners,2023-01-31,A action movie produced in Nigeria.
CNT-000156,Comedy Legacy 156,Movie,United States,English,2023,TV-MA,Comedy,135,,,BBC,Red Oak,Licensed,2028-07-15,78,62,14114241,75,5520741,North America,"survival, mystery, family",BAFTA,Award Winners,2026-06-19,A comedy movie produced in United States.
CNT-000157,Romance Legacy 157,Movie,Canada,English,2018,TV-PG,Romance,125,,,CJ ENM,Blue Sky,Exclusive,2026-10-19,57,81,12343325,79,14212084,North America,"crime, family, space",Oscar Winner,Award Winners,2025-09-29,A romance movie produced in Canada.
CNT-000158,Documentary Chronicles 158,TV Show,United States,English,2016,TV-MA,Documentary,23,8,48,BBC,VisionWorks,Original,2028-04-02,69,97,19716722,72,3128815,LATAM,"history, survival, space",Festival Selection,Hidden Gems,2023-08-09,A documentary tv show produced in United States.
CNT-000159,Crime Legacy 159,Movie,Canada,English,2008,R,Crime,145,,,TV Tokyo,Global Media,Licensed,2028-02-11,72,66,529724,67,2053427,Europe,"survival, crime, friendship",None,,2026-01-05,A crime movie produced in Canada.
CNT-000160,Drama Legacy 160,Movie,United States,English,1996,PG-13,Drama,177,,,Canal+,VisionWorks,Licensed,2027-05-13,62,46,15441875,49,1045369,Global,"history, sports, love",None,,2025-02-15,A drama movie produced in United States.
CNT-000161,Sci-Fi Legacy 161,Movie,United States,English,2013,PG,Sci-Fi,149,,,Toei,Sunrise,Licensed,2026-07-03,78,61,12425732,78,8942455,North America,"love, mystery, space",Oscar Winner,Family Picks,2024-06-13,A sci-fi movie produced in United States.
CNT-000162,Animation Chronicles 162,TV Show,France,French,1995,R,Animation,58,8,56,Warner,Global Media,Exclusive,2025-12-07,98,81,3652145,85,7061618,Europe,"family, love, space",Emmy Winner,New Releases,2023-08-30,A animation tv show produced in France.
CNT-000163,Horror Chronicles 163,TV Show,United States,English,2024,TV-MA,Horror,34,8,88,Disney,Sunrise,Licensed,2027-10-31,71,60,6699774,83,734586,Europe,"mystery, friendship, crime",Festival Selection,,2023-06-06,A horror tv show produced in United States.
CNT-000164,Crime Chronicles 164,TV Show,Japan,Japanese,2010,TV-PG,Crime,27,8,80,BBC,North Star,Exclusive,2030-03-24,96,98,14602347,80,921262,APAC,"family, mystery, friendship",Emmy Winner,,2026-03-25,A crime tv show produced in Japan.
CNT-000165,Thriller Legacy 165,Movie,United States,English,1990,TV-G,Thriller,84,,,TV Tokyo,Blue Sky,Licensed,2026-05-27,64,86,19260995,92,14348792,Global,"sports, crime, family",Emmy Winner,Trending Now,2024-04-26,A thriller movie produced in United States.
CNT-000166,Thriller Legacy 166,Movie,United States,English,2021,PG-13,Thriller,178,,,A24,VisionWorks,Original,2026-01-16,56,74,16482915,94,10518918,Europe,"history, mystery, sports",None,Hidden Gems,2024-07-03,A thriller movie produced in United States.
CNT-000167,Drama Chronicles 167,TV Show,India,Hindi,2026,R,Drama,51,3,18,Warner,Global Media,Exclusive,2029-07-18,97,89,2498957,74,13915237,LATAM,"love, sports, friendship",None,Award Winners,2025-01-09,A drama tv show produced in India.
CNT-000168,Action Chronicles 168,TV Show,Brazil,Portuguese,2017,TV-PG,Action,44,1,9,Sony,Blue Sky,Original,2028-08-28,74,78,2419609,52,3433642,LATAM,"survival, friendship, history",Emmy Winner,New Releases,2024-07-07,A action tv show produced in Brazil.
CNT-000169,Comedy Legacy 169,Movie,South Korea,Korean,1996,PG-13,Comedy,119,,,CJ ENM,Red Oak,Exclusive,2026-07-04,77,67,13090184,87,3065510,APAC,"sports, space, history",BAFTA,New Releases,2024-01-05,A comedy movie produced in South Korea.
CNT-000170,Drama Chronicles 170,TV Show,United States,English,2017,PG,Drama,38,8,96,Sony,Blue Sky,Original,2025-10-14,94,47,16805245,83,4378397,APAC,"friendship, space, mystery",Emmy Winner,Hidden Gems,2024-07-08,A drama tv show produced in United States.
CNT-000171,Action Legacy 171,Movie,Brazil,Portuguese,1992,R,Action,179,,,Warner,VisionWorks,Licensed,2027-07-08,95,70,18694761,54,1699146,North America,"space, survival, sports",Oscar Winner,Hidden Gems,2023-07-13,A action movie produced in Brazil.
CNT-000172,Drama Chronicles 172,TV Show,United States,English,2001,TV-PG,Drama,50,3,24,Canal+,Global Media,Original,2025-08-03,96,98,16684122,86,3176972,APAC,"crime, love, space",None,,2024-04-24,A drama tv show produced in United States.
CNT-000173,Fantasy Legacy 173,Movie,Japan,Japanese,2003,TV-MA,Fantasy,142,,,Toei,Sunrise,Original,2029-05-14,71,81,12481511,49,4786665,Europe,"history, sports, mystery",BAFTA,Trending Now,2026-05-13,A fantasy movie produced in Japan.
CNT-000174,Reality Legacy 174,Movie,United States,English,2009,TV-14,Reality,113,,,A24,North Star,Exclusive,2028-07-12,71,85,7668169,57,9348611,LATAM,"mystery, friendship, space",Festival Selection,Hidden Gems,2026-01-22,A reality movie produced in United States.
CNT-000175,Thriller Chronicles 175,TV Show,India,Hindi,1997,TV-MA,Thriller,33,6,36,Netflix Studios,Blue Sky,Original,2027-09-17,69,53,6960558,89,10523261,APAC,"history, survival, love",Oscar Winner,Trending Now,2026-01-20,A thriller tv show produced in India.
CNT-000176,Drama Chronicles 176,TV Show,Nigeria,English,2016,TV-PG,Drama,36,5,35,A24,Global Media,Exclusive,2031-07-06,92,58,4626266,93,2971993,Global,"love, sports, survival",BAFTA,Hidden Gems,2026-07-19,A drama tv show produced in Nigeria.
CNT-000177,Crime Legacy 177,Movie,United States,English,1992,R,Crime,160,,,TV Tokyo,Sunrise,Exclusive,2025-11-28,80,91,18071306,91,8023592,APAC,"sports, mystery, friendship",BAFTA,New Releases,2024-01-16,A crime movie produced in United States.
CNT-000178,Documentary Legacy 178,Movie,United States,English,2010,TV-G,Documentary,105,,,Canal+,Red Oak,Licensed,2026-11-12,96,77,18120769,52,13367349,Europe,"sports, history, survival",None,Family Picks,2025-04-27,A documentary movie produced in United States.
CNT-000179,Action Chronicles 179,TV Show,Canada,English,2024,TV-PG,Action,31,8,88,Toei,Sunrise,Original,2025-07-12,75,51,7564707,80,1290983,Global,"sports, mystery, space",Oscar Winner,Award Winners,2023-11-24,A action tv show produced in Canada.
